code,description,category
842112,Centrifuges: clothes-dryers,"Dryers (wash dryers, centrifuges)"
845121,Drying machines: of a dry linen capacity not exceeding 10kg,"Dryers (wash dryers, centrifuges)"
845129,Drying machines: of a dry linen capacity exceeding 10kg,"Dryers (wash dryers, centrifuges)"
