code,description,category
844312,"Printing machinery: offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)","Professional IT (f.i. servers, routers, data storage, copiers)"
844339,"Printing, copying, and facsimile machines: single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network","Professional IT (f.i. servers, routers, data storage, copiers)"
847050,Cash registers,"Professional IT (f.i. servers, routers, data storage, copiers)"
847090,Machines incorporating a calculating device: n.e.c. in heading no. 8470,"Professional IT (f.i. servers, routers, data storage, copiers)"
