code,description,category
950300,"Tricycles, scooters, pedal cars and similar wheeled toys: dolls' carriages: dolls: other toys: reduced-size (scale) models and similar recreational models, working or not: puzzles of all kinds","Toys (f.i. car racing sets, electric trains, music toys, biking computers)"
950490,"Games: articles for funfair, table or parlour games, including pintables, special tables for casino games, automatic bowling alley equipment, n.e.c. in heading 9504","Toys (f.i. car racing sets, electric trains, music toys, biking computers)"
