category,hs_code,description
fans,732290,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel"
fans,841460,"Hoods: ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm"
fans,841490,"Pumps and compressors: parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
fans,841510,"Air conditioning machines: comprising a motor-driven fan and elements for changing the temperature and humidity, window or wall types, self-contained or split-system"
fans,841520,"Air conditioning machines: comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles"
fans,841581,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)"
fans,841582,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit"
fans,841583,"Air conditioning machines: containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit"
fans,841590,"Air conditioning machines: with motor driven fan and elements for temperature control, parts thereof"
