code,description,category
847621,"Machines: automatic beverage-vending machines, incorporating heating or refrigerating devices","Cooled Dispensers (f.i. for vending, cold drinks)"
847681,"Machines: automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices","Cooled Dispensers (f.i. for vending, cold drinks)"
