code,description,category
841510,"Air conditioning machines: comprising a motor-driven fan and elements for changing the temperature and humidity, window or wall types, self-contained or split-system",Air Conditioners (household installed and portable)
841581,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)",Air Conditioners (household installed and portable)
841582,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit",Air Conditioners (household installed and portable)
