code,description,category
850940,"Electro-mechanical domestic appliances: food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor","Food (f.i. toaster, grills, food processing, frying pans)"
851672,"Electro-thermic appliances: toasters, of a kind used for domestic purposes","Food (f.i. toaster, grills, food processing, frying pans)"
851679,"Electro-thermic appliances: n.e.c. in heading no. 8516, used for domestic purposes","Food (f.i. toaster, grills, food processing, frying pans)"
