code,description,category
846900,Typewriters (other than printers of heading no. 8443) and word-processing machines,"Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
847010,"Calculating machines: electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions","Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
847021,"Calculating machines: electronic, incorporating a printing device, needing an external source of power","Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
847029,"Calculating machines: electronic, (not incorporating a printing device), needing an external power source","Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
847170,Units of automatic data processing machines: storage units,"Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
847180,"Units of automatic data processing machines: n.e.c. in item no. 8471.50, 8471.60 or 8471.70","Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included","Small IT (f.i. routers, mice, keyboards, external drives & accessoires)"
