code,description,category
901510,Rangefinders,"Professional Monitoring & Control (f.i. laboratory, control panels)"
901520,Surveying equipment: theodolites and tacheometers,"Professional Monitoring & Control (f.i. laboratory, control panels)"
901530,Surveying equipment: levels,"Professional Monitoring & Control (f.i. laboratory, control panels)"
901540,Surveying equipment: photogrammetrical surveying instruments and appliances,"Professional Monitoring & Control (f.i. laboratory, control panels)"
901580,"Surveying equipment: articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)","Professional Monitoring & Control (f.i. laboratory, control panels)"
