code,description,category
846721,"Tools: for working in the hand, with self-contained electric motor: drills of all kinds","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
846722,"Tools: for working in the hand, with self-contained electric motor: saws","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
846729,"Tools: for working in the hand, with self-contained electric motor: other than saws and drills","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
851511,"Brazing or soldering machines and apparatus: soldering irons and guns, whether or not capable of cutting","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
851519,"Brazing or soldering machines and apparatus: other than soldering irons and guns, whether or not capable of cutting","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
851521,"Welding machines and apparatus: for resistance welding of metal, fully or partly automatic, whether or not capable of cutting","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
851529,"Welding machines and apparatus: for resistance welding of metal, other than fully or partly automatic, whether or not capable of cutting","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
851531,"Welding machines and apparatus: for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting","Household Tools (f.i. drills, saws, high pressure cleaners, lawn mowers)"
