region,Mining,Manufacturing,Assembly
Africa,2947.4845115620665,5393.530740162269,0.0
Americas,713.283676739603,2907.7082324918115,97.42442087476351
Asia,552.7209667649731,4352.739556064317,517.259246415329
Europe,352.26437870955135,2500.836115284499,558.884457228154
Oceania,664.5179430200504,4543.335111078791,0.0
