code,description,category
920710,"Musical instruments: keyboard, (other than accordions), the sound of which is produced or must be amplified electrically","Leisure (f.i. large exercise, sports equipment)"
920790,"Musical instruments: (other than keyboard), the sound of which is produced or must be amplified electrically","Leisure (f.i. large exercise, sports equipment)"
