code,description,category
851810,Microphones and stands therefor,"Small Consumer Electronics (f.i. headphones, remote controls)"
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","Small Consumer Electronics (f.i. headphones, remote controls)"
